Date,Product ID,Product Name,Category,Unit,Movement Type,Quantity,Stock Level,Reorder Point,Max Stock,Supplier,Alert
2024-01-29,P002,Phosphate Brut,Matière Première,Tonne,Sortie,119,1038,200,2000,,Normal
2024-01-30,P002,Phosphate Brut,Matière Première,Tonne,Entrée,536,1574,200,2000,IndustroPro,Normal
2024-01-30,P002,Phosphate Brut,Matière Première,Tonne,Sortie,129,1445,200,2000,,Normal
2024-01-31,P002,Phosphate Brut,Matière Première,Tonne,Entrée,235,1680,200,2000,Maghreb Chimie,Normal
2024-01-31,P002,Phosphate Brut,Matière Première,Tonne,Sortie,83,1597,200,2000,,Normal
2024-02-01,P002,Phosphate Brut,Matière Première,Tonne,Sortie,43,1554,200,2000,,Normal
2024-02-02,P002,Phosphate Brut,Matière Première,Tonne,Entrée,562,2000,200,2000,Atlas Équipements,Normal
2024-02-02,P002,Phosphate Brut,Matière Première,Tonne,Sortie,94,1906,200,2000,,Normal
2024-02-03,P002,Phosphate Brut,Matière Première,Tonne,Sortie,101,1805,200,2000,,Normal
2024-02-04,P002,Phosphate Brut,Matière Première,Tonne,Sortie,108,1697,200,2000,,Normal
2024-02-05,P002,Phosphate Brut,Matière Première,Tonne,Sortie,26,1671,200,2000,,Normal
2024-02-06,P002,Phosphate Brut,Matière Première,Tonne,Sortie,47,1624,200,2000,,Normal
2024-02-07,P002,Phosphate Brut,Matière Première,Tonne,Sortie,118,1506,200,2000,,Normal
2024-02-08,P002,Phosphate Brut,Matière Première,Tonne,Sortie,63,1443,200,2000,,Normal
2024-02-09,P002,Phosphate Brut,Matière Première,Tonne,Entrée,373,1816,200,2000,Atlas Équipements,Normal
2024-02-09,P002,Phosphate Brut,Matière Première,Tonne,Sortie,56,1760,200,2000,,Normal
2024-02-10,P002,Phosphate Brut,Matière Première,Tonne,Sortie,100,1660,200,2000,,Normal
2024-02-11,P002,Phosphate Brut,Matière Première,Tonne,Entrée,478,2000,200,2000,ChimTech Maroc,Normal
2024-02-11,P002,Phosphate Brut,Matière Première,Tonne,Sortie,88,1912,200,2000,,Normal
2024-02-12,P002,Phosphate Brut,Matière Première,Tonne,Sortie,52,1860,200,2000,,Normal
2024-02-13,P002,Phosphate Brut,Matière Première,Tonne,Entrée,528,2000,200,2000,ChimTech Maroc,Normal
2024-02-13,P002,Phosphate Brut,Matière Première,Tonne,Sortie,99,1901,200,2000,,Normal
2024-02-14,P002,Phosphate Brut,Matière Première,Tonne,Entrée,240,2000,200,2000,OCP Logistique,Normal
2024-02-14,P002,Phosphate Brut,Matière Première,Tonne,Sortie,100,1900,200,2000,,Normal
2024-02-15,P002,Phosphate Brut,Matière Première,Tonne,Entrée,329,2000,200,2000,OCP Logistique,Normal
2024-02-15,P002,Phosphate Brut,Matière Première,Tonne,Sortie,140,1860,200,2000,,Normal
2024-02-16,P002,Phosphate Brut,Matière Première,Tonne,Sortie,93,1767,200,2000,,Normal
2024-02-17,P002,Phosphate Brut,Matière Première,Tonne,Sortie,145,1622,200,2000,,Normal
2024-02-18,P002,Phosphate Brut,Matière Première,Tonne,Entrée,547,2000,200,2000,OCP Logistique,Normal
2024-02-18,P002,Phosphate Brut,Matière Première,Tonne,Sortie,21,1979,200,2000,,Normal
2024-02-19,P002,Phosphate Brut,Matière Première,Tonne,Sortie,151,1828,200,2000,,Normal
2024-02-20,P002,Phosphate Brut,Matière Première,Tonne,Sortie,46,1782,200,2000,,Normal
2024-02-21,P002,Phosphate Brut,Matière Première,Tonne,Sortie,81,1701,200,2000,,Normal
2024-02-22,P002,Phosphate Brut,Matière Première,Tonne,Sortie,41,1660,200,2000,,Normal
2024-02-23,P002,Phosphate Brut,Matière Première,Tonne,Sortie,113,1547,200,2000,,Normal
2024-02-24,P002,Phosphate Brut,Matière Première,Tonne,Entrée,523,2000,200,2000,IndustroPro,Normal
2024-02-24,P002,Phosphate Brut,Matière Première,Tonne,Sortie,92,1908,200,2000,,Normal
2024-02-25,P002,Phosphate Brut,Matière Première,Tonne,Entrée,169,2000,200,2000,ChimTech Maroc,Normal
2024-02-25,P002,Phosphate Brut,Matière Première,Tonne,Sortie,91,1909,200,2000,,Normal
2024-02-26,P002,Phosphate Brut,Matière Première,Tonne,Sortie,58,1851,200,2000,,Normal
2024-02-27,P002,Phosphate Brut,Matière Première,Tonne,Sortie,123,1728,200,2000,,Normal
2024-02-28,P002,Phosphate Brut,Matière Première,Tonne,Sortie,46,1682,200,2000,,Normal
2024-02-29,P002,Phosphate Brut,Matière Première,Tonne,Sortie,113,1569,200,2000,,Normal
2024-03-01,P002,Phosphate Brut,Matière Première,Tonne,Sortie,36,1533,200,2000,,Normal
2024-03-02,P002,Phosphate Brut,Matière Première,Tonne,Entrée,257,1790,200,2000,Atlas Équipements,Normal
2024-03-02,P002,Phosphate Brut,Matière Première,Tonne,Sortie,26,1764,200,2000,,Normal
2024-03-03,P002,Phosphate Brut,Matière Première,Tonne,Sortie,79,1685,200,2000,,Normal
2024-03-04,P002,Phosphate Brut,Matière Première,Tonne,Sortie,101,1584,200,2000,,Normal
2024-03-05,P002,Phosphate Brut,Matière Première,Tonne,Sortie,144,1440,200,2000,,Normal
2024-03-06,P002,Phosphate Brut,Matière Première,Tonne,Entrée,400,1840,200,2000,OCP Logistique,Normal
2024-03-06,P002,Phosphate Brut,Matière Première,Tonne,Sortie,146,1694,200,2000,,Normal
2024-03-07,P002,Phosphate Brut,Matière Première,Tonne,Sortie,51,1643,200,2000,,Normal
2024-03-08,P002,Phosphate Brut,Matière Première,Tonne,Sortie,107,1536,200,2000,,Normal
2024-03-09,P002,Phosphate Brut,Matière Première,Tonne,Entrée,374,1910,200,2000,IndustroPro,Normal
2024-03-09,P002,Phosphate Brut,Matière Première,Tonne,Sortie,77,1833,200,2000,,Normal
2024-03-10,P002,Phosphate Brut,Matière Première,Tonne,Sortie,37,1796,200,2000,,Normal
2024-03-11,P002,Phosphate Brut,Matière Première,Tonne,Entrée,119,1915,200,2000,Maghreb Chimie,Normal
2024-03-11,P002,Phosphate Brut,Matière Première,Tonne,Sortie,38,1877,200,2000,,Normal
2024-03-12,P002,Phosphate Brut,Matière Première,Tonne,Sortie,67,1810,200,2000,,Normal
2024-03-13,P002,Phosphate Brut,Matière Première,Tonne,Sortie,143,1667,200,2000,,Normal
2024-03-14,P002,Phosphate Brut,Matière Première,Tonne,Entrée,209,1876,200,2000,OCP Logistique,Normal
2024-03-14,P002,Phosphate Brut,Matière Première,Tonne,Sortie,123,1753,200,2000,,Normal
2024-03-15,P002,Phosphate Brut,Matière Première,Tonne,Sortie,51,1702,200,2000,,Normal
2024-03-16,P002,Phosphate Brut,Matière Première,Tonne,Entrée,399,2000,200,2000,OCP Logistique,Normal
2024-03-16,P002,Phosphate Brut,Matière Première,Tonne,Sortie,21,1979,200,2000,,Normal
2024-03-17,P002,Phosphate Brut,Matière Première,Tonne,Entrée,450,2000,200,2000,ChimTech Maroc,Normal
2024-03-17,P002,Phosphate Brut,Matière Première,Tonne,Sortie,158,1842,200,2000,,Normal
2024-03-18,P002,Phosphate Brut,Matière Première,Tonne,Sortie,156,1686,200,2000,,Normal
2024-03-19,P002,Phosphate Brut,Matière Première,Tonne,Sortie,121,1565,200,2000,,Normal
2024-03-20,P002,Phosphate Brut,Matière Première,Tonne,Sortie,142,1423,200,2000,,Normal
2024-03-21,P002,Phosphate Brut,Matière Première,Tonne,Sortie,34,1389,200,2000,,Normal
2024-03-22,P002,Phosphate Brut,Matière Première,Tonne,Entrée,343,1732,200,2000,IndustroPro,Normal
2024-03-22,P002,Phosphate Brut,Matière Première,Tonne,Sortie,147,1585,200,2000,,Normal
2024-03-23,P002,Phosphate Brut,Matière Première,Tonne,Sortie,120,1465,200,2000,,Normal
2024-03-24,P002,Phosphate Brut,Matière Première,Tonne,Sortie,33,1432,200,2000,,Normal
2024-03-25,P002,Phosphate Brut,Matière Première,Tonne,Sortie,88,1344,200,2000,,Normal
2024-03-26,P002,Phosphate Brut,Matière Première,Tonne,Sortie,105,1239,200,2000,,Normal
2024-03-27,P002,Phosphate Brut,Matière Première,Tonne,Sortie,113,1126,200,2000,,Normal
2024-03-28,P002,Phosphate Brut,Matière Première,Tonne,Sortie,74,1052,200,2000,,Normal
2024-03-29,P002,Phosphate Brut,Matière Première,Tonne,Entrée,386,1438,200,2000,OCP Logistique,Normal
2024-03-29,P002,Phosphate Brut,Matière Première,Tonne,Sortie,151,1287,200,2000,,Normal
2024-03-30,P002,Phosphate Brut,Matière Première,Tonne,Entrée,379,1666,200,2000,OCP Logistique,Normal
2024-03-30,P002,Phosphate Brut,Matière Première,Tonne,Sortie,83,1583,200,2000,,Normal
2024-03-31,P002,Phosphate Brut,Matière Première,Tonne,Entrée,183,1766,200,2000,Atlas Équipements,Normal
2024-03-31,P002,Phosphate Brut,Matière Première,Tonne,Sortie,65,1701,200,2000,,Normal
2024-04-01,P002,Phosphate Brut,Matière Première,Tonne,Sortie,71,1630,200,2000,,Normal
2024-04-02,P002,Phosphate Brut,Matière Première,Tonne,Entrée,185,1815,200,2000,IndustroPro,Normal
2024-04-02,P002,Phosphate Brut,Matière Première,Tonne,Sortie,57,1758,200,2000,,Normal
2024-04-03,P002,Phosphate Brut,Matière Première,Tonne,Sortie,57,1701,200,2000,,Normal
2024-04-04,P002,Phosphate Brut,Matière Première,Tonne,Sortie,159,1542,200,2000,,Normal
2024-04-05,P002,Phosphate Brut,Matière Première,Tonne,Sortie,88,1454,200,2000,,Normal
2024-04-06,P002,Phosphate Brut,Matière Première,Tonne,Sortie,98,1356,200,2000,,Normal
2024-04-07,P002,Phosphate Brut,Matière Première,Tonne,Entrée,288,1644,200,2000,IndustroPro,Normal
2024-04-07,P002,Phosphate Brut,Matière Première,Tonne,Sortie,29,1615,200,2000,,Normal
2024-04-08,P002,Phosphate Brut,Matière Première,Tonne,Sortie,59,1556,200,2000,,Normal
2024-04-09,P002,Phosphate Brut,Matière Première,Tonne,Sortie,44,1512,200,2000,,Normal
2024-04-10,P002,Phosphate Brut,Matière Première,Tonne,Sortie,76,1436,200,2000,,Normal
2024-04-11,P002,Phosphate Brut,Matière Première,Tonne,Sortie,154,1282,200,2000,,Normal
2024-04-12,P002,Phosphate Brut,Matière Première,Tonne,Sortie,31,1251,200,2000,,Normal
2024-04-13,P002,Phosphate Brut,Matière Première,Tonne,Sortie,28,1223,200,2000,,Normal
2024-04-14,P002,Phosphate Brut,Matière Première,Tonne,Sortie,115,1108,200,2000,,Normal
2024-04-15,P002,Phosphate Brut,Matière Première,Tonne,Entrée,155,1263,200,2000,OCP Logistique,Normal
2024-04-15,P002,Phosphate Brut,Matière Première,Tonne,Sortie,145,1118,200,2000,,Normal
2024-04-16,P002,Phosphate Brut,Matière Première,Tonne,Sortie,20,1098,200,2000,,Normal
2024-04-17,P002,Phosphate Brut,Matière Première,Tonne,Sortie,41,1057,200,2000,,Normal
2024-04-18,P002,Phosphate Brut,Matière Première,Tonne,Sortie,42,1015,200,2000,,Normal
2024-04-19,P002,Phosphate Brut,Matière Première,Tonne,Entrée,326,1341,200,2000,Maghreb Chimie,Normal
2024-04-19,P002,Phosphate Brut,Matière Première,Tonne,Sortie,59,1282,200,2000,,Normal
2024-04-20,P002,Phosphate Brut,Matière Première,Tonne,Sortie,113,1169,200,2000,,Normal
2024-04-21,P002,Phosphate Brut,Matière Première,Tonne,Sortie,40,1129,200,2000,,Normal
2024-04-22,P002,Phosphate Brut,Matière Première,Tonne,Sortie,85,1044,200,2000,,Normal
2024-04-23,P002,Phosphate Brut,Matière Première,Tonne,Sortie,28,1016,200,2000,,Normal
2024-04-24,P002,Phosphate Brut,Matière Première,Tonne,Entrée,183,1199,200,2000,ChimTech Maroc,Normal
2024-04-24,P002,Phosphate Brut,Matière Première,Tonne,Sortie,54,1145,200,2000,,Normal
2024-04-25,P002,Phosphate Brut,Matière Première,Tonne,Entrée,586,1731,200,2000,ChimTech Maroc,Normal
2024-04-25,P002,Phosphate Brut,Matière Première,Tonne,Sortie,142,1589,200,2000,,Normal
2024-04-26,P002,Phosphate Brut,Matière Première,Tonne,Sortie,94,1495,200,2000,,Normal
2024-04-27,P002,Phosphate Brut,Matière Première,Tonne,Entrée,517,2000,200,2000,Maghreb Chimie,Normal
2024-04-27,P002,Phosphate Brut,Matière Première,Tonne,Sortie,63,1937,200,2000,,Normal
2024-04-28,P002,Phosphate Brut,Matière Première,Tonne,Entrée,332,2000,200,2000,Maghreb Chimie,Normal
2024-04-28,P002,Phosphate Brut,Matière Première,Tonne,Sortie,144,1856,200,2000,,Normal
2024-04-29,P002,Phosphate Brut,Matière Première,Tonne,Sortie,69,1787,200,2000,,Normal
2024-04-30,P002,Phosphate Brut,Matière Première,Tonne,Entrée,504,2000,200,2000,ChimTech Maroc,Normal
2024-04-30,P002,Phosphate Brut,Matière Première,Tonne,Sortie,46,1954,200,2000,,Normal
2024-05-01,P002,Phosphate Brut,Matière Première,Tonne,Entrée,581,2000,200,2000,ChimTech Maroc,Normal
2024-05-01,P002,Phosphate Brut,Matière Première,Tonne,Sortie,97,1903,200,2000,,Normal
2024-05-02,P002,Phosphate Brut,Matière Première,Tonne,Entrée,282,2000,200,2000,ChimTech Maroc,Normal
2024-05-02,P002,Phosphate Brut,Matière Première,Tonne,Sortie,79,1921,200,2000,,Normal
2024-05-03,P002,Phosphate Brut,Matière Première,Tonne,Sortie,134,1787,200,2000,,Normal
2024-05-04,P002,Phosphate Brut,Matière Première,Tonne,Entrée,183,1970,200,2000,IndustroPro,Normal
2024-05-04,P002,Phosphate Brut,Matière Première,Tonne,Sortie,92,1878,200,2000,,Normal
2024-05-05,P002,Phosphate Brut,Matière Première,Tonne,Sortie,56,1822,200,2000,,Normal
2024-05-06,P002,Phosphate Brut,Matière Première,Tonne,Sortie,76,1746,200,2000,,Normal
2024-05-07,P002,Phosphate Brut,Matière Première,Tonne,Sortie,54,1692,200,2000,,Normal
2024-05-08,P002,Phosphate Brut,Matière Première,Tonne,Sortie,31,1661,200,2000,,Normal
2024-05-09,P002,Phosphate Brut,Matière Première,Tonne,Sortie,144,1517,200,2000,,Normal
2024-05-10,P002,Phosphate Brut,Matière Première,Tonne,Sortie,57,1460,200,2000,,Normal
2024-05-11,P002,Phosphate Brut,Matière Première,Tonne,Sortie,148,1312,200,2000,,Normal
2024-05-12,P002,Phosphate Brut,Matière Première,Tonne,Sortie,66,1246,200,2000,,Normal
2024-05-13,P002,Phosphate Brut,Matière Première,Tonne,Entrée,141,1387,200,2000,IndustroPro,Normal
2024-05-13,P002,Phosphate Brut,Matière Première,Tonne,Sortie,110,1277,200,2000,,Normal
2024-05-14,P002,Phosphate Brut,Matière Première,Tonne,Sortie,143,1134,200,2000,,Normal
2024-05-15,P002,Phosphate Brut,Matière Première,Tonne,Entrée,520,1654,200,2000,Atlas Équipements,Normal
2024-05-15,P002,Phosphate Brut,Matière Première,Tonne,Sortie,34,1620,200,2000,,Normal
2024-05-16,P002,Phosphate Brut,Matière Première,Tonne,Sortie,94,1526,200,2000,,Normal
2024-05-17,P002,Phosphate Brut,Matière Première,Tonne,Sortie,119,1407,200,2000,,Normal
2024-05-18,P002,Phosphate Brut,Matière Première,Tonne,Sortie,75,1332,200,2000,,Normal
2024-05-19,P002,Phosphate Brut,Matière Première,Tonne,Sortie,52,1280,200,2000,,Normal
2024-05-20,P002,Phosphate Brut,Matière Première,Tonne,Sortie,55,1225,200,2000,,Normal
2024-05-21,P002,Phosphate Brut,Matière Première,Tonne,Sortie,132,1093,200,2000,,Normal
2024-05-22,P002,Phosphate Brut,Matière Première,Tonne,Sortie,42,1051,200,2000,,Normal
2024-05-23,P002,Phosphate Brut,Matière Première,Tonne,Sortie,67,984,200,2000,,Normal
2024-05-24,P002,Phosphate Brut,Matière Première,Tonne,Sortie,43,941,200,2000,,Normal
2024-05-25,P002,Phosphate Brut,Matière Première,Tonne,Entrée,269,1210,200,2000,Atlas Équipements,Normal
2024-05-25,P002,Phosphate Brut,Matière Première,Tonne,Sortie,151,1059,200,2000,,Normal
2024-05-26,P002,Phosphate Brut,Matière Première,Tonne,Sortie,59,1000,200,2000,,Normal
2024-05-27,P002,Phosphate Brut,Matière Première,Tonne,Entrée,501,1501,200,2000,OCP Logistique,Normal
2024-05-27,P002,Phosphate Brut,Matière Première,Tonne,Sortie,94,1407,200,2000,,Normal
2024-05-28,P002,Phosphate Brut,Matière Première,Tonne,Sortie,151,1256,200,2000,,Normal
2024-05-29,P002,Phosphate Brut,Matière Première,Tonne,Sortie,114,1142,200,2000,,Normal
2024-05-30,P002,Phosphate Brut,Matière Première,Tonne,Sortie,130,1012,200,2000,,Normal
2024-05-31,P002,Phosphate Brut,Matière Première,Tonne,Sortie,134,878,200,2000,,Normal
2024-06-01,P002,Phosphate Brut,Matière Première,Tonne,Sortie,65,813,200,2000,,Normal
2024-06-02,P002,Phosphate Brut,Matière Première,Tonne,Sortie,23,790,200,2000,,Normal
2024-06-03,P002,Phosphate Brut,Matière Première,Tonne,Sortie,55,735,200,2000,,Normal
2024-06-04,P002,Phosphate Brut,Matière Première,Tonne,Entrée,224,959,200,2000,IndustroPro,Normal
2024-06-04,P002,Phosphate Brut,Matière Première,Tonne,Sortie,112,847,200,2000,,Normal
2024-06-05,P002,Phosphate Brut,Matière Première,Tonne,Entrée,598,1445,200,2000,Maghreb Chimie,Normal
2024-06-05,P002,Phosphate Brut,Matière Première,Tonne,Sortie,160,1285,200,2000,,Normal
2024-06-06,P002,Phosphate Brut,Matière Première,Tonne,Sortie,93,1192,200,2000,,Normal
2024-06-07,P002,Phosphate Brut,Matière Première,Tonne,Sortie,78,1114,200,2000,,Normal
2024-06-08,P002,Phosphate Brut,Matière Première,Tonne,Sortie,71,1043,200,2000,,Normal
2024-06-09,P002,Phosphate Brut,Matière Première,Tonne,Entrée,262,1305,200,2000,Maghreb Chimie,Normal
2024-06-09,P002,Phosphate Brut,Matière Première,Tonne,Sortie,60,1245,200,2000,,Normal
2024-06-10,P002,Phosphate Brut,Matière Première,Tonne,Entrée,571,1816,200,2000,IndustroPro,Normal
2024-06-10,P002,Phosphate Brut,Matière Première,Tonne,Sortie,25,1791,200,2000,,Normal
2024-06-11,P002,Phosphate Brut,Matière Première,Tonne,Sortie,125,1666,200,2000,,Normal
2024-06-12,P002,Phosphate Brut,Matière Première,Tonne,Sortie,117,1549,200,2000,,Normal
2024-06-13,P002,Phosphate Brut,Matière Première,Tonne,Sortie,152,1397,200,2000,,Normal
2024-06-14,P002,Phosphate Brut,Matière Première,Tonne,Sortie,115,1282,200,2000,,Normal
2024-06-15,P002,Phosphate Brut,Matière Première,Tonne,Sortie,21,1261,200,2000,,Normal
2024-06-16,P002,Phosphate Brut,Matière Première,Tonne,Sortie,126,1135,200,2000,,Normal
2024-06-17,P002,Phosphate Brut,Matière Première,Tonne,Sortie,63,1072,200,2000,,Normal
2024-06-18,P002,Phosphate Brut,Matière Première,Tonne,Sortie,102,970,200,2000,,Normal
2024-06-19,P002,Phosphate Brut,Matière Première,Tonne,Sortie,25,945,200,2000,,Normal
2024-06-20,P002,Phosphate Brut,Matière Première,Tonne,Sortie,135,810,200,2000,,Normal
2024-06-21,P002,Phosphate Brut,Matière Première,Tonne,Sortie,80,730,200,2000,,Normal
2024-06-22,P002,Phosphate Brut,Matière Première,Tonne,Entrée,350,1080,200,2000,OCP Logistique,Normal
2024-06-22,P002,Phosphate Brut,Matière Première,Tonne,Sortie,104,976,200,2000,,Normal
2024-06-23,P002,Phosphate Brut,Matière Première,Tonne,Sortie,81,895,200,2000,,Normal
2024-06-24,P002,Phosphate Brut,Matière Première,Tonne,Sortie,135,760,200,2000,,Normal
2024-06-25,P002,Phosphate Brut,Matière Première,Tonne,Sortie,55,705,200,2000,,Normal
2024-06-26,P002,Phosphate Brut,Matière Première,Tonne,Sortie,147,558,200,2000,,Normal
2024-06-27,P002,Phosphate Brut,Matière Première,Tonne,Entrée,592,1150,200,2000,OCP Logistique,Normal
2024-06-27,P002,Phosphate Brut,Matière Première,Tonne,Sortie,56,1094,200,2000,,Normal
2024-06-28,P002,Phosphate Brut,Matière Première,Tonne,Sortie,119,975,200,2000,,Normal
2024-06-29,P002,Phosphate Brut,Matière Première,Tonne,Sortie,60,915,200,2000,,Normal
2024-06-30,P002,Phosphate Brut,Matière Première,Tonne,Sortie,66,849,200,2000,,Normal
2024-07-01,P002,Phosphate Brut,Matière Première,Tonne,Entrée,406,1255,200,2000,IndustroPro,Normal
2024-07-01,P002,Phosphate Brut,Matière Première,Tonne,Sortie,44,1211,200,2000,,Normal
2024-07-02,P002,Phosphate Brut,Matière Première,Tonne,Sortie,94,1117,200,2000,,Normal
2024-07-03,P002,Phosphate Brut,Matière Première,Tonne,Sortie,146,971,200,2000,,Normal
2024-07-04,P002,Phosphate Brut,Matière Première,Tonne,Sortie,83,888,200,2000,,Normal
2024-07-05,P002,Phosphate Brut,Matière Première,Tonne,Sortie,90,798,200,2000,,Normal
2024-07-06,P002,Phosphate Brut,Matière Première,Tonne,Sortie,152,646,200,2000,,Normal
2024-07-07,P002,Phosphate Brut,Matière Première,Tonne,Sortie,47,599,200,2000,,Normal
2024-07-08,P002,Phosphate Brut,Matière Première,Tonne,Sortie,117,482,200,2000,,Normal
2024-07-09,P002,Phosphate Brut,Matière Première,Tonne,Sortie,64,418,200,2000,,Normal
2024-07-10,P002,Phosphate Brut,Matière Première,Tonne,Sortie,118,300,200,2000,,Normal
2024-07-11,P002,Phosphate Brut,Matière Première,Tonne,Sortie,138,162,200,2000,,Rupture
2024-07-12,P002,Phosphate Brut,Matière Première,Tonne,Sortie,144,18,200,2000,,Rupture
2024-07-13,P002,Phosphate Brut,Matière Première,Tonne,Entrée,397,415,200,2000,OCP Logistique,Normal
2024-07-13,P002,Phosphate Brut,Matière Première,Tonne,Sortie,63,352,200,2000,,Normal
2024-07-14,P002,Phosphate Brut,Matière Première,Tonne,Sortie,80,272,200,2000,,Normal
2024-07-15,P002,Phosphate Brut,Matière Première,Tonne,Sortie,153,119,200,2000,,Rupture
2024-07-16,P002,Phosphate Brut,Matière Première,Tonne,Sortie,114,5,200,2000,,Rupture
2024-07-17,P002,Phosphate Brut,Matière Première,Tonne,Sortie,78,0,200,2000,,Rupture
2024-07-18,P002,Phosphate Brut,Matière Première,Tonne,Entrée,208,208,200,2000,IndustroPro,Normal
2024-07-18,P002,Phosphate Brut,Matière Première,Tonne,Sortie,62,146,200,2000,,Rupture
2024-07-19,P002,Phosphate Brut,Matière Première,Tonne,Sortie,139,7,200,2000,,Rupture
2024-07-20,P002,Phosphate Brut,Matière Première,Tonne,Sortie,106,0,200,2000,,Rupture
2024-07-21,P002,Phosphate Brut,Matière Première,Tonne,Entrée,185,185,200,2000,Atlas Équipements,Rupture
2024-07-21,P002,Phosphate Brut,Matière Première,Tonne,Sortie,73,112,200,2000,,Rupture
2024-07-22,P002,Phosphate Brut,Matière Première,Tonne,Sortie,148,0,200,2000,,Rupture
2024-07-23,P002,Phosphate Brut,Matière Première,Tonne,Entrée,419,419,200,2000,Maghreb Chimie,Normal
2024-07-23,P002,Phosphate Brut,Matière Première,Tonne,Sortie,69,350,200,2000,,Normal
2024-07-24,P002,Phosphate Brut,Matière Première,Tonne,Entrée,597,947,200,2000,OCP Logistique,Normal
2024-07-24,P002,Phosphate Brut,Matière Première,Tonne,Sortie,80,867,200,2000,,Normal
2024-07-25,P002,Phosphate Brut,Matière Première,Tonne,Sortie,72,795,200,2000,,Normal
2024-07-26,P002,Phosphate Brut,Matière Première,Tonne,Sortie,83,712,200,2000,,Normal
2024-07-27,P002,Phosphate Brut,Matière Première,Tonne,Sortie,88,624,200,2000,,Normal
2024-07-28,P002,Phosphate Brut,Matière Première,Tonne,Entrée,100,724,200,2000,Maghreb Chimie,Normal
2024-07-28,P002,Phosphate Brut,Matière Première,Tonne,Sortie,101,623,200,2000,,Normal
2024-07-29,P002,Phosphate Brut,Matière Première,Tonne,Entrée,577,1200,200,2000,Maghreb Chimie,Normal
2024-07-29,P002,Phosphate Brut,Matière Première,Tonne,Sortie,144,1056,200,2000,,Normal
2024-07-30,P002,Phosphate Brut,Matière Première,Tonne,Sortie,113,943,200,2000,,Normal
2024-07-31,P002,Phosphate Brut,Matière Première,Tonne,Sortie,121,822,200,2000,,Normal
2024-08-01,P002,Phosphate Brut,Matière Première,Tonne,Entrée,123,945,200,2000,IndustroPro,Normal
2024-08-01,P002,Phosphate Brut,Matière Première,Tonne,Sortie,37,908,200,2000,,Normal
2024-08-02,P002,Phosphate Brut,Matière Première,Tonne,Entrée,321,1229,200,2000,OCP Logistique,Normal
2024-08-02,P002,Phosphate Brut,Matière Première,Tonne,Sortie,52,1177,200,2000,,Normal
2024-08-03,P002,Phosphate Brut,Matière Première,Tonne,Sortie,47,1130,200,2000,,Normal
2024-08-04,P002,Phosphate Brut,Matière Première,Tonne,Sortie,126,1004,200,2000,,Normal
2024-08-05,P002,Phosphate Brut,Matière Première,Tonne,Entrée,356,1360,200,2000,ChimTech Maroc,Normal
2024-08-05,P002,Phosphate Brut,Matière Première,Tonne,Sortie,35,1325,200,2000,,Normal
2024-08-06,P002,Phosphate Brut,Matière Première,Tonne,Sortie,104,1221,200,2000,,Normal
2024-08-07,P002,Phosphate Brut,Matière Première,Tonne,Sortie,113,1108,200,2000,,Normal
2024-08-08,P002,Phosphate Brut,Matière Première,Tonne,Sortie,117,991,200,2000,,Normal
2024-08-09,P002,Phosphate Brut,Matière Première,Tonne,Sortie,133,858,200,2000,,Normal
2024-08-10,P002,Phosphate Brut,Matière Première,Tonne,Sortie,116,742,200,2000,,Normal
2024-08-11,P002,Phosphate Brut,Matière Première,Tonne,Sortie,83,659,200,2000,,Normal
2024-08-12,P002,Phosphate Brut,Matière Première,Tonne,Sortie,51,608,200,2000,,Normal
2024-08-13,P002,Phosphate Brut,Matière Première,Tonne,Sortie,25,583,200,2000,,Normal
2024-08-14,P002,Phosphate Brut,Matière Première,Tonne,Sortie,140,443,200,2000,,Normal
2024-08-15,P002,Phosphate Brut,Matière Première,Tonne,Sortie,67,376,200,2000,,Normal
2024-08-16,P002,Phosphate Brut,Matière Première,Tonne,Sortie,64,312,200,2000,,Normal
2024-08-17,P002,Phosphate Brut,Matière Première,Tonne,Entrée,519,831,200,2000,OCP Logistique,Normal
2024-08-17,P002,Phosphate Brut,Matière Première,Tonne,Sortie,136,695,200,2000,,Normal
2024-08-18,P002,Phosphate Brut,Matière Première,Tonne,Sortie,129,566,200,2000,,Normal
2024-08-19,P002,Phosphate Brut,Matière Première,Tonne,Entrée,394,960,200,2000,ChimTech Maroc,Normal
2024-08-19,P002,Phosphate Brut,Matière Première,Tonne,Sortie,53,907,200,2000,,Normal
2024-08-20,P002,Phosphate Brut,Matière Première,Tonne,Entrée,404,1311,200,2000,ChimTech Maroc,Normal
2024-08-20,P002,Phosphate Brut,Matière Première,Tonne,Sortie,38,1273,200,2000,,Normal
2024-08-21,P002,Phosphate Brut,Matière Première,Tonne,Entrée,588,1861,200,2000,ChimTech Maroc,Normal
2024-08-21,P002,Phosphate Brut,Matière Première,Tonne,Sortie,155,1706,200,2000,,Normal
2024-08-22,P002,Phosphate Brut,Matière Première,Tonne,Entrée,445,2000,200,2000,Maghreb Chimie,Normal
2024-08-22,P002,Phosphate Brut,Matière Première,Tonne,Sortie,136,1864,200,2000,,Normal
2024-08-23,P002,Phosphate Brut,Matière Première,Tonne,Sortie,87,1777,200,2000,,Normal
2024-08-24,P002,Phosphate Brut,Matière Première,Tonne,Sortie,140,1637,200,2000,,Normal
2024-08-25,P002,Phosphate Brut,Matière Première,Tonne,Sortie,138,1499,200,2000,,Normal
